0.00000000, 0.00161393, 0.05026713, 0.00519847, 0.00001186, 0.00000006, 0.12935878, 0.00058505, 0.00002334, 0.00000018, 0.10024671, 0.00052196, 0.01520790, 0.00011183, 0.00005567, 0.00000038, 0.03820277, 0.00001837, 0.03085621, 0.00567706, 0.00000006, 0.00000000, 0.00086816, 0.00006711, 0.00000207, 0.00000008, 0.00000078, 0.00000000, 0.01639015, 0.00001040, 0.00346168, 0.00149020, 0.00559111, 0.00353192, 0.00007243, 0.00001082, 0.00060321, 0.00000454, 0.00000126, 0.00000005, 0.00001297, 0.00000015, 0.00000909, 0.00000045, 0.00001227, 0.00000074, 0.00000700, 0.00000060, 0.00004141, 0.00000084, 0.00056615, 0.00000041, 0.00008090, 0.00000006, 0.00000703, 0.00000002, 0.18733927, 0.00017340, 0.00176238, 0.00002782, 0.02021725, 0.00001064, 0.01128020, 0.00004816, 0.00437238, 0.00000994, 0.00069093, 0.00003179, 0.02898429, 0.00009564, 0.01289371, 0.00022882, 0.06049949, 0.00034810, 0.01963270, 0.00023080, 0.05631242, 0.00054283, 0.00004881, 0.00000619, 0.00538346, 0.00002346, 0.00008330, 0.00000023, 0.01347754, 0.00002477, 0.00000543, 0.00000012, 0.00221783, 0.00000110
0.00179824, 0.00000000, 0.00107088, 0.06804470, 0.00000008, 0.00000550, 0.00024573, 0.09850303, 0.00000014, 0.00000870, 0.00005354, 0.09809745, 0.00002453, 0.00858384, 0.00000027, 0.00002408, 0.00001849, 0.00812996, 0.00263351, 0.02235480, 0.00000000, 0.00000003, 0.00003272, 0.00027956, 0.00000006, 0.00000150, 0.00000002, 0.00000023, 0.00003714, 0.00197998, 0.00069831, 0.00061072, 0.00089641, 0.00652096, 0.00001375, 0.00005886, 0.00000147, 0.00131548, 0.00000000, 0.00000248, 0.00000038, 0.00000526, 0.00000024, 0.00001751, 0.00000066, 0.00002264, 0.00000035, 0.00010029, 0.00000191, 0.00007317, 0.00000431, 0.00049831, 0.00000000, 0.00000280, 0.00000008, 0.00007571, 0.00031945, 0.18492753, 0.00004601, 0.00355887, 0.00004315, 0.01377300, 0.00003275, 0.01623251, 0.00000688, 0.01495230, 0.00006304, 0.00091665, 0.00250920, 0.02102335, 0.00016178, 0.01303125, 0.00031625, 0.05415523, 0.00012555, 0.02316351, 0.00046815, 0.06319711, 0.00000403, 0.00003604, 0.00001127, 0.00262332, 0.00000039, 0.00000723, 0.00001676, 0.00848429, 0.00000017, 0.00001225, 0.00000301, 0.00096291
0.03803107, 0.00064600, 0.00000000, 0.03516768, 0.01829290, 0.00027809, 0.39024438, 0.01056790, 0.02904613, 0.00026877, 0.03785950, 0.00182157, 0.09107744, 0.00306668, 0.01000945, 0.00023432, 0.00453073, 0.00009366, 0.10820796, 0.01213879, 0.00005228, 0.00001990, 0.30139710, 0.01250678, 0.00454579, 0.00028939, 0.00015413, 0.00000195, 0.01488333, 0.00006635, 0.05099893, 0.03304592, 0.00839079, 0.00467411, 0.00031022, 0.00000824, 0.00008471, 0.00000209, 0.00000081, 0.00000005, 0.00001611, 0.00000036, 0.00006286, 0.00000179, 0.00002270, 0.00000201, 0.00002570, 0.00000156, 0.00006128, 0.00000215, 0.00012370, 0.00000149, 0.00001028, 0.00000024, 0.00000189, 0.00000026, 0.00238897, 0.00011572, 0.00059595, 0.00001547, 0.00100943, 0.00002385, 0.00067334, 0.00008302, 0.00023605, 0.00002279, 0.00102974, 0.00002542, 0.00213653, 0.00001180, 0.03043661, 0.00189752, 0.04907419, 0.00108053, 0.01076373, 0.00034664, 0.04585717, 0.00194647, 0.00002008, 0.00000180, 0.00078194, 0.00003084, 0.00004306, 0.00000033, 0.00124743, 0.00003236, 0.00000475, 0.00000036, 0.00026521, 0.00000164
0.00265159, 0.03909579, 0.02802442, 0.00000000, 0.00129046, 0.02703913, 0.01603332, 0.33341226, 0.00126784, 0.01512239, 0.00172931, 0.03073029, 0.00680947, 0.06152403, 0.00075069, 0.00513178, 0.00015408, 0.00232806, 0.00718027, 0.12651636, 0.00030182, 0.00050732, 0.01365341, 0.30092493, 0.00111304, 0.01445506, 0.00001622, 0.00011284, 0.00075858, 0.00120814, 0.02651673, 0.08844145, 0.00204590, 0.02686574, 0.00000830, 0.00016032, 0.00000287, 0.00004596, 0.00000006, 0.00000098, 0.00000045, 0.00003018, 0.00000274, 0.00004899, 0.00000188, 0.00002348, 0.00000092, 0.00004786, 0.00000379, 0.00003884, 0.00000669, 0.00002859, 0.00000044, 0.00000439, 0.00000017, 0.00000538, 0.00013919, 0.00207126, 0.00002325, 0.00037879, 0.00006250, 0.00033717, 0.00003184, 0.00098481, 0.00001765, 0.00041162, 0.00002703, 0.00072225, 0.00064217, 0.00057644, 0.00159395, 0.04549316, 0.00247961, 0.03544962, 0.00054669, 0.01123002, 0.00212516, 0.05324193, 0.00000284, 0.00001578, 0.00003281, 0.00026953, 0.00000338, 0.00000505, 0.00004771, 0.00034616, 0.00000032, 0.00000493, 0.00000657, 0.00003117
0.00002198, 0.00000014, 0.05172416, 0.00135018, 0.00000000, 0.00079595, 0.01388524, 0.00026336, 0.18040429, 0.00057209, 0.00001778, 0.00000011, 0.00137234, 0.00002908, 0.15096429, 0.00013589, 0.00000237, 0.00000000, 0.00000461, 0.00000038, 0.02279140, 0.00012785, 0.03153856, 0.00112218, 0.11785190, 0.00055999, 0.22633754, 0.00001478, 0.03684507, 0.00000060, 0.00637936, 0.00120652, 0.00001048, 0.00000191, 0.00001399, 0.00000454, 0.00091556, 0.00000005, 0.00040338, 0.00000000, 0.00021479, 0.00000015, 0.00077154, 0.00000044, 0.00007001, 0.00000098, 0.00106499, 0.00000014, 0.00025768, 0.00000111, 0.00072720, 0.00000018, 0.00022276, 0.00000000, 0.00017517, 0.00000000, 0.00000520, 0.00000074, 0.00001315, 0.00000173, 0.00001601, 0.00000018, 0.00000724, 0.00000057, 0.00001674, 0.00000024, 0.00005576, 0.00000490, 0.00000138, 0.00000005, 0.02718604, 0.00004954, 0.04481447, 0.00002617, 0.00159725, 0.00000398, 0.00121319, 0.00001049, 0.00000377, 0.00000056, 0.00104343, 0.00000170, 0.00095966, 0.00000006, 0.00380700, 0.00000104, 0.00125017, 0.00000011, 0.00128686, 0.00000005
0.00000024, 0.00001043, 0.00060052, 0.10663211, 0.00141948, 0.00000000, 0.00014768, 0.06219348, 0.00041594, 0.17292416, 0.00000012, 0.00000589, 0.00013603, 0.00226076, 0.00029083, 0.06482452, 0.00000018, 0.00000069, 0.00000006, 0.00000791, 0.00123965, 0.01617024, 0.00124925, 0.03404958, 0.00144751, 0.20449723, 0.00014747, 0.19524328, 0.00000645, 0.00944387, 0.00145654, 0.00638989, 0.00000186, 0.00000992, 0.00000182, 0.00000586, 0.00000020, 0.00089586, 0.00000000, 0.00000538, 0.00000000, 0.00309437, 0.00002219, 0.00045605, 0.00000033, 0.00003627, 0.00000177, 0.00022429, 0.00000032, 0.00006997, 0.00000048, 0.00002850, 0.00000000, 0.00003251, 0.00000000, 0.00007326, 0.00000012, 0.00000702, 0.00000092, 0.00000149, 0.00000011, 0.00000047, 0.00000023, 0.00000111, 0.00000011, 0.00000422, 0.00000111, 0.00001006, 0.00000021, 0.00000182, 0.00056441, 0.05634499, 0.00005029, 0.02834349, 0.00000534, 0.00124370, 0.00001846, 0.00280160, 0.00000023, 0.00000035, 0.00000012, 0.00008873, 0.00000006, 0.00303969, 0.00000036, 0.00077300, 0.00000000, 0.00175276, 0.00000006, 0.00022465
0.10274996, 0.00017243, 0.31213232, 0.01048114, 0.00344261, 0.00001529, 0.00000000, 0.00547731, 0.01641178, 0.00005211, 0.05979872, 0.00087907, 0.15131645, 0.00244183, 0.00391837, 0.00004073, 0.00351255, 0.00001563, 0.00383932, 0.00251586, 0.00000380, 0.00000173, 0.03103463, 0.00371109, 0.00049527, 0.00000744, 0.00001211, 0.00000012, 0.00474738, 0.00002868, 0.01795469, 0.01425680, 0.00121593, 0.00165970, 0.00006932, 0.00000673, 0.00002507, 0.00000071, 0.00000035, 0.00000002, 0.00000292, 0.00000006, 0.00001679, 0.00000060, 0.00000510, 0.00000099, 0.00000445, 0.00000041, 0.00001333, 0.00000081, 0.00014296, 0.00000044, 0.00000577, 0.00000006, 0.00000126, 0.00000005, 0.00498219, 0.00003317, 0.00040281, 0.00000532, 0.00398052, 0.00000724, 0.00109920, 0.00002409, 0.00196110, 0.00000552, 0.00018371, 0.00001031, 0.00026157, 0.00000304, 0.01202062, 0.00120306, 0.01247906, 0.00040101, 0.00262183, 0.00014520, 0.01031598, 0.00103715, 0.00000813, 0.00000123, 0.00085170, 0.00000908, 0.00002972, 0.00000003, 0.00333478, 0.00000816, 0.00000274, 0.00000003, 0.00076763, 0.00000038
0.00032592, 0.07370414, 0.00641133, 0.34997088, 0.00008504, 0.01141137, 0.00562788, 0.00000000, 0.00036829, 0.02158992, 0.00044302, 0.08826138, 0.00344146, 0.15316850, 0.00027640, 0.00429833, 0.00001638, 0.00062084, 0.00091356, 0.00694756, 0.00004838, 0.00003089, 0.00374081, 0.03357831, 0.00004948, 0.00195904, 0.00000137, 0.00001042, 0.00029327, 0.00086988, 0.00803032, 0.02501003, 0.00025426, 0.00529972, 0.00000400, 0.00009019, 0.00000060, 0.00003794, 0.00000002, 0.00000060, 0.00000027, 0.00003221, 0.00000140, 0.00004141, 0.00000059, 0.00001490, 0.00000026, 0.00002228, 0.00000131, 0.00002829, 0.00000245, 0.00004682, 0.00000009, 0.00000373, 0.00000005, 0.00001578, 0.00007234, 0.00490286, 0.00000991, 0.00045876, 0.00001832, 0.00101340, 0.00001623, 0.00157479, 0.00000237, 0.00142424, 0.00000935, 0.00031624, 0.00014025, 0.00003274, 0.00054643, 0.02260666, 0.00079368, 0.01314227, 0.00016121, 0.00299423, 0.00061120, 0.01596071, 0.00000125, 0.00001142, 0.00001130, 0.00063966, 0.00000060, 0.00000929, 0.00001362, 0.00152583, 0.00000027, 0.00001154, 0.00000167, 0.00012391
0.00003383, 0.00000018, 0.12918172, 0.00383544, 0.32640386, 0.00111848, 0.13767788, 0.00313265, 0.00000000, 0.00186495, 0.00008671, 0.00000096, 0.03271135, 0.00049934, 0.15573110, 0.00063963, 0.00000161, 0.00000000, 0.00002516, 0.00000230, 0.00064849, 0.00005841, 0.04587462, 0.00254377, 0.02340803, 0.00038159, 0.00717321, 0.00000576, 0.00691952, 0.00000120, 0.00953093, 0.00592726, 0.00004345, 0.00002921, 0.00001560, 0.00000398, 0.00019525, 0.00000011, 0.00006109, 0.00000000, 0.00003262, 0.00000018, 0.00033896, 0.00000087, 0.00003155, 0.00000056, 0.00036696, 0.00000027, 0.00010068, 0.00000083, 0.00028130, 0.00000041, 0.00008187, 0.00000000, 0.00003840, 0.00000000, 0.00001500, 0.00000062, 0.00000663, 0.00000164, 0.00001413, 0.00000000, 0.00000702, 0.00000051, 0.00000866, 0.00000033, 0.00003426, 0.00000373, 0.00000986, 0.00000000, 0.04221188, 0.00039095, 0.04582081, 0.00017147, 0.00622978, 0.00004521, 0.00556768, 0.00019025, 0.00000460, 0.00000093, 0.00027298, 0.00000266, 0.00013746, 0.00000021, 0.00087587, 0.00000198, 0.00011168, 0.00000000, 0.00013257, 0.00000000
0.00000024, 0.00002737, 0.00168295, 0.06927835, 0.00128363, 0.30760183, 0.00064741, 0.17887796, 0.00112454, 0.00000000, 0.00000036, 0.00002112, 0.00050308, 0.00639173, 0.00069492, 0.09785780, 0.00000129, 0.00000150, 0.00000141, 0.00002805, 0.00061001, 0.00085123, 0.00247415, 0.02196729, 0.00102774, 0.03797656, 0.00007747, 0.00456682, 0.00001971, 0.00048461, 0.00226983, 0.01291757, 0.00000368, 0.00006645, 0.00000887, 0.00001604, 0.00000014, 0.00048249, 0.00000000, 0.00000624, 0.00000000, 0.00024457, 0.00004589, 0.00059922, 0.00000021, 0.00005704, 0.00000153, 0.00019346, 0.00000155, 0.00014182, 0.00000120, 0.00002606, 0.00000021, 0.00002222, 0.00000009, 0.00003680, 0.00000051, 0.00001054, 0.00000209, 0.00000189, 0.00000000, 0.00000048, 0.00000000, 0.00000219, 0.00000000, 0.00000209, 0.00000158, 0.00001562, 0.00000038, 0.00000439, 0.00021155, 0.06426977, 0.00008306, 0.04320670, 0.00001123, 0.00509251, 0.00003080, 0.00674660, 0.00000129, 0.00000086, 0.00000239, 0.00014248, 0.00000000, 0.00010110, 0.00000143, 0.00047077, 0.00000000, 0.00010812, 0.00000000, 0.00013698
